amostra,tamanho,arquivo,teor_carbono,teor_nitrogenio,qtd_mat_org,nitrog_calc,classe,class
C10,256x256,C10A-137.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-138.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-139.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-140.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-150.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-151.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-152.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-153.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-154.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-155.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-156.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-167.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-168.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-169.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-170.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-39.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-40.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-41.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-42.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-54.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-55.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-56.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-57.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-58.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-59.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-69.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-70.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-71.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-72.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-73.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-74.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-75.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-76.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-85.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-86.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-87.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-88.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-89.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-90.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-91.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-92.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10A-93.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-101.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-102.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-103.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-104.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-105.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-106.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-107.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-108.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-109.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-117.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-118.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-119.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-120.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-121.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-122.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-123.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-124.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-125.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-133.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-134.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-135.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-136.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-137.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-138.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-139.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-140.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-150.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-151.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-152.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-153.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-154.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-155.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-167.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-168.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-169.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-170.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-39.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-40.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-41.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-42.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-54.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-55.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-56.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-57.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-58.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-59.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-69.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-70.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-71.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-72.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-73.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-74.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-75.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-76.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-85.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-86.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-87.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-88.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-89.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-90.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-91.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-92.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C10,256x256,C10B-93.png,2.91,0.19,5.01684,0.250842,Cambisolo,1
C12,256x256,C12A-101.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-102.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-103.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-104.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-105.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-106.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-107.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-108.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-109.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-117.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-118.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-119.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-120.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-121.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-122.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-123.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-124.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-125.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-133.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-134.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-135.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-136.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-137.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-138.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-139.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-140.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-150.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-151.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-152.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-153.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-154.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-155.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-156.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-167.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-168.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-169.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-170.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-39.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-40.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-41.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-42.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-54.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-55.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-56.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-57.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-58.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-59.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-69.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-70.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-71.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-72.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-73.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-74.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-75.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-76.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-85.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-86.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-87.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-88.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-89.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-90.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-91.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-92.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12A-93.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-101.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-102.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-103.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-104.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-105.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-106.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-107.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-108.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-109.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-117.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-118.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-119.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-120.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-121.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-122.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-123.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-124.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-125.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-133.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-134.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-135.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-136.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-137.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-138.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-139.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-140.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-150.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-151.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-152.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-153.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-154.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-155.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-167.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-168.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-169.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-170.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-39.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-40.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-41.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-42.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-54.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-55.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-56.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-57.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-58.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-59.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-69.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-70.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-71.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-72.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-73.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-74.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-75.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-76.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-85.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-86.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-87.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-88.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-89.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-90.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-91.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-92.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C12,256x256,C12B-93.png,3.19,0.21,5.49956,0.274978,Cambisolo,1
C16,256x256,C16A-101.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-102.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-103.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-104.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-105.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-106.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-107.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-108.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-109.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-117.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-118.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-119.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-120.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-121.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-122.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-123.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-124.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-125.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-133.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-134.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-135.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-136.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-137.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-138.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-139.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-140.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-150.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-151.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-152.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-153.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-154.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-155.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-156.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-167.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-168.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-169.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-170.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-39.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-40.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-41.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-42.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-54.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-55.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-56.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-57.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-58.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-59.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-69.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-70.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-71.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-72.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-73.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-74.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-75.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-76.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-85.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-86.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-87.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-88.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-89.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-90.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-91.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-92.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16A-93.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-101.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-102.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-103.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-104.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-105.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-106.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-107.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-108.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-109.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-117.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-118.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
C16,256x256,C16B-119.png,1.6,0.12,2.7584,0.13792,Cambisolo,1
